Age,Education Level,Gender
26,Bachelor's Degree,Female
51,Master's Degree,Male
33,Bachelor's Degree,Male
26,Bachelor's Degree,Male
33,Associate's Degree,Male
23,Bachelor's Degree,Male
41,Master's Degree,Male
32,Master's Degree,Male
45,Bachelor's Degree,Male
40,Master's Degree,Male
44,Bachelor's Degree,Female
43,Bachelor's Degree,Male
24,Master's Degree,Male
33,Associate's Degree,Female
36,Master's Degree,Male
25,Bachelor's Degree,Female
40,Bachelor's Degree,Female
36,Master's Degree,Female
22,Bachelor's Degree,Male
35,Master's Degree,Male
35,Bachelor's Degree,Female
47,Master's Degree,Male
33,Bachelor's Degree,Male
34,Some College,Male
28,Bachelor's Degree,Female
33,Bachelor's Degree,Male
35,Master's Degree,Male
35,Bachelor's Degree,Female
38,Master's Degree,Male
26,Bachelor's Degree,Male
29,Bachelor's Degree,Male
39,Bachelor's Degree,Male
24,Bachelor's Degree,Female
39,Bachelor's Degree,Female
45,Doctorate,Male
31,Master's Degree,Male
28,Bachelor's Degree,Male
46,Bachelor's Degree,Female
41,Grade School,Male
22,Bachelor's Degree,Male
22,Bachelor's Degree,Male
43,Some College,Male
42,Bachelor's Degree,Male
30,Master's Degree,Female
36,Master's Degree,Female
38,Master's Degree,Male
33,Bachelor's Degree,Female
30,Master's Degree,Male
26,Bachelor's Degree,Female
29,Master's Degree,Male
24,Bachelor's Degree,Male
48,Bachelor's Degree,Female
32,Bachelor's Degree,Male
27,Master's Degree,Male
38,Master's Degree,Male
28,Bachelor's Degree,Female
28,Bachelor's Degree,Female
24,Bachelor's Degree,Male
26,Master's Degree,Male
34,Master's Degree,Male
24,Bachelor's Degree,Female
35,Bachelor's Degree,Male
30,Master's Degree,Female
38,Bachelor's Degree,Male
50,Associate's Degree,Male
26,Bachelor's Degree,Female
35,Bachelor's Degree,Female
27,Master's Degree,Male
40,Bachelor's Degree,Female
38,Bachelor's Degree,Male
39,Master's Degree,Male
36,Master's Degree,Female
25,Bachelor's Degree,Male
42,Bachelor's Degree,Male
48,Doctorate,Female
30,Grade School,Male
22,Bachelor's Degree,Male
45,Master's Degree,Female
26,Bachelor's Degree,Male
49,Master's Degree,Male
34,Master's Degree,Male
50,Bachelor's Degree,Male
36,Bachelor's Degree,Male
30,Bachelor's Degree,Male
28,Bachelor's Degree,Male
24,Master's Degree,Female
22,Associate's Degree,Female
40,Master's Degree,NULL
30,Bachelor's Degree,Male
37,Bachelor's Degree,Male
31,Some College,Male
28,Bachelor's Degree,Male
32,Master's Degree,Male
35,Some College,Male
26,Master's Degree,Male
31,Associate's Degree,Female
35,Bachelor's Degree,Male
25,Master's Degree,Male
46,Master's Degree,Female
25,Bachelor's Degree,Male
23,Bachelor's Degree,Male
38,Master's Degree,Male
41,Bachelor's Degree,Male
29,Doctorate,Male
35,Associate's Degree,Male
28,Some College,Male
42,Bachelor's Degree,Female
26,Bachelor's Degree,Male
28,Bachelor's Degree,Male
39,Bachelor's Degree,Female
24,Bachelor's Degree,Male
41,Bachelor's Degree,Male
25,Master's Degree,Male
23,Bachelor's Degree,Male
23,Bachelor's Degree,Male
30,Some College,Male
34,Bachelor's Degree,Male
29,Master's Degree,NULL
33,Master's Degree,Male
28,Master's Degree,Male
37,Bachelor's Degree,Male
32,Bachelor's Degree,Female
32,Bachelor's Degree,Male
27,Bachelor's Degree,Male
24,Master's Degree,Male
30,Bachelor's Degree,Male
23,Bachelor's Degree,Male
28,Bachelor's Degree,Male
22,Master's Degree,Male
36,Bachelor's Degree,Male
40,Bachelor's Degree,Male
26,Bachelor's Degree,Male
41,Bachelor's Degree,Female
NULL,Bachelor's Degree,Male
25,Bachelor's Degree,Male
38,Bachelor's Degree,Male
24,Bachelor's Degree,Male
30,Bachelor's Degree,Male
47,Master's Degree,Female
26,Bachelor's Degree,Male
36,Bachelor's Degree,Male
33,Master's Degree,Male
33,Master's Degree,Male
28,Master's Degree,Female
37,Doctorate,Male
21,Bachelor's Degree,Male
30,Bachelor's Degree,Male
39,Post-Doc,Male
26,Bachelor's Degree,Female
32,Bachelor's Degree,Female
26,Some College,Male
36,Bachelor's Degree,Male
NULL,Post-Doc,Male
29,Master's Degree,Male
34,Bachelor's Degree,Male
27,Bachelor's Degree,Female
28,Bachelor's Degree,Male
28,Bachelor's Degree,Female
37,Bachelor's Degree,Female
43,Bachelor's Degree,Male
26,Bachelor's Degree,Male
40,Master's Degree,Male
34,Associate's Degree,Male
37,Bachelor's Degree,Male
35,Master's Degree,Male
38,Bachelor's Degree,Female
36,Bachelor's Degree,Male
26,Bachelor's Degree,Male
30,Bachelor's Degree,Female
39,Master's Degree,Male
38,Bachelor's Degree,Male
25,Master's Degree,Male
28,Master's Degree,Male
35,Bachelor's Degree,Male
33,Associate's Degree,Male
27,Bachelor's Degree,Male
26,Bachelor's Degree,Male
31,Master's Degree,Female
25,Master's Degree,Male
40,Bachelor's Degree,Female
31,Bachelor's Degree,Female
36,Master's Degree,Male
43,Master's Degree,Female
34,Some College,Male
32,Bachelor's Degree,Male
26,Master's Degree,Male
31,Bachelor's Degree,Male
37,Bachelor's Degree,Female
32,Bachelor's Degree,Male
30,Grade School,Female
37,Master's Degree,Female
31,Doctorate,Male
26,Bachelor's Degree,Male
24,Master's Degree,Male
26,Some College,Male
54,Some College,Female
25,Master's Degree,Female
25,Bachelor's Degree,Male
30,Master's Degree,Male
31,Bachelor's Degree,Male
32,Some College,Female
27,Master's Degree,Male
24,Bachelor's Degree,Male
30,Bachelor's Degree,Male
35,Some College,Male
24,Bachelor's Degree,Male
42,Master's Degree,Female
39,Master's Degree,Male
33,Bachelor's Degree,Male
30,Master's Degree,Male
37,Bachelor's Degree,Male
25,Bachelor's Degree,Male
30,Associate's Degree,Female
45,Trade School,Male
40,Bachelor's Degree,Male
23,Bachelor's Degree,Female
54,Bachelor's Degree,Male
32,Some College,Female
28,Bachelor's Degree,Male
30,Doctorate,Female
27,Bachelor's Degree,Female
29,Master's Degree,Male
26,Some College,Male
25,Master's Degree,Male
49,Bachelor's Degree,Female
28,Bachelor's Degree,Male
28,Associate's Degree,Female
40,Bachelor's Degree,Male
35,Bachelor's Degree,Male
25,Bachelor's Degree,Male
28,Bachelor's Degree,Male
43,Doctorate,Male
37,Bachelor's Degree,Female
45,Master's Degree,Male
26,Bachelor's Degree,Male
25,Master's Degree,Male
30,Bachelor's Degree,Male
46,Master's Degree,Female
40,Bachelor's Degree,Male
27,Master's Degree,Male
23,Bachelor's Degree,Male
24,Master's Degree,Male
28,Bachelor's Degree,Male
25,Bachelor's Degree,Male
35,Master's Degree,Male
34,Some College,Male
28,Master's Degree,Male
25,Master's Degree,Male
27,Bachelor's Degree,Female
23,Bachelor's Degree,Male
52,Master's Degree,Male
29,Bachelor's Degree,Male
23,Bachelor's Degree,Male
32,Bachelor's Degree,Male
35,Master's Degree,Female
31,Post-Doc,Female
30,Master's Degree,Male
26,Bachelor's Degree,Male
26,Bachelor's Degree,Male
29,Master's Degree,Male
29,Bachelor's Degree,Male
24,Bachelor's Degree,Male
25,Bachelor's Degree,Male
35,Bachelor's Degree,Male
40,Some College,Male
34,Master's Degree,Female
32,Master's Degree,Male
43,Master's Degree,Male
27,Bachelor's Degree,Male
26,Master's Degree,Male
35,Bachelor's Degree,Female
42,Bachelor's Degree,Male
33,Some College,Male
38,Bachelor's Degree,Male
26,Bachelor's Degree,Male
36,Master's Degree,Male
34,Bachelor's Degree,Male
33,Master's Degree,Male
25,Bachelor's Degree,Female
36,Master's Degree,Male
31,Bachelor's Degree,Male
54,Bachelor's Degree,Male
20,Some College,Female
35,Bachelor's Degree,Male
28,Master's Degree,Male
28,Some College,Male
39,Master's Degree,Male
24,Master's Degree,Male
38,Bachelor's Degree,Male
33,Bachelor's Degree,Male
49,Bachelor's Degree,Male
27,Bachelor's Degree,Male
32,Bachelor's Degree,Female
43,Doctorate,Male
22,Bachelor's Degree,Female
37,Some College,Male
26,Some College,NULL
23,Bachelor's Degree,Male
30,Master's Degree,Male
23,Bachelor's Degree,Male
32,Bachelor's Degree,Male
30,Bachelor's Degree,Male
25,Bachelor's Degree,Male
24,Bachelor's Degree,Female
28,Master's Degree,Male
36,Associate's Degree,Female
23,Bachelor's Degree,Male
48,Master's Degree,Male
49,Master's Degree,Male
38,Master's Degree,Male
35,Master's Degree,Male
33,Doctorate,Male
29,Some College,Male
25,Trade School,Male
25,Bachelor's Degree,Male
28,Bachelor's Degree,Female
29,Bachelor's Degree,Male
37,Bachelor's Degree,Male
25,Bachelor's Degree,Male
25,Bachelor's Degree,Male
37,Associate's Degree,Male
31,Bachelor's Degree,Male
28,Master's Degree,Male
24,Grade School,Male
31,Bachelor's Degree,Male
29,Bachelor's Degree,Male
33,Bachelor's Degree,Male
22,Bachelor's Degree,Female
37,Bachelor's Degree,Male
35,Master's Degree,Male
29,Bachelor's Degree,Male
38,Some College,Male
31,Bachelor's Degree,Male
29,Master's Degree,Female
36,Bachelor's Degree,Male
31,Bachelor's Degree,Male
23,Bachelor's Degree,NULL
25,Master's Degree,NULL
38,Bachelor's Degree,Male
23,Bachelor's Degree,Male
25,Bachelor's Degree,Male
27,Master's Degree,Male
30,Master's Degree,Male
50,Bachelor's Degree,Male
27,Bachelor's Degree,Male
37,Bachelor's Degree,Male
22,Bachelor's Degree,Male
28,Master's Degree,Male
27,Master's Degree,Female
26,Bachelor's Degree,Male
23,Master's Degree,Male
25,Master's Degree,Male
26,Some College,Male
51,Master's Degree,Male
24,Master's Degree,Male
35,High School,Male
28,Associate's Degree,Male
30,Master's Degree,Male
30,Bachelor's Degree,Male
27,Some College,Male
25,Bachelor's Degree,Male
27,Bachelor's Degree,Male
38,High School,Male
33,Bachelor's Degree,Male
31,Bachelor's Degree,Male
42,Bachelor's Degree,Male
36,Bachelor's Degree,Male
26,Some College,Male
43,Bachelor's Degree,Male
27,Master's Degree,Male
35,Some College,Male
22,Some College,Male
31,Bachelor's Degree,Male
36,High School,Male
34,Bachelor's Degree,Male
28,Master's Degree,Male
26,Bachelor's Degree,Male
24,Associate's Degree,Male
40,Some College,Male
39,Bachelor's Degree,Female
31,Bachelor's Degree,Male
32,Bachelor's Degree,Male
28,Master's Degree,Male
27,Associate's Degree,NULL
50,Bachelor's Degree,Female
29,Bachelor's Degree,Female
32,Bachelor's Degree,Female
31,Bachelor's Degree,Male
42,Bachelor's Degree,Male
28,Bachelor's Degree,Male
36,Some College,Male
26,Associate's Degree,Male
31,Bachelor's Degree,Male
41,Bachelor's Degree,Male
25,High School,Male
36,Bachelor's Degree,Female
42,Trade School,Male
31,Master's Degree,Male
42,Master's Degree,Male
28,Bachelor's Degree,Male
28,Bachelor's Degree,Male
31,Bachelor's Degree,Male
40,Bachelor's Degree,Male
27,Bachelor's Degree,Male
36,Doctorate,Male
35,Some College,Male
51,Bachelor's Degree,Male
33,Bachelor's Degree,Male
32,Bachelor's Degree,Male
56,Bachelor's Degree,Male
32,Trade School,Male
46,Post-Doc,Female
28,Bachelor's Degree,Male
23,Bachelor's Degree,Male
28,Master's Degree,Male
28,Bachelor's Degree,Female
33,Some College,Male
27,Some College,Male
34,Bachelor's Degree,Male
44,Master's Degree,Male
32,Doctorate,Male
43,Bachelor's Degree,Male
36,High School,Male
34,Master's Degree,Male
42,Bachelor's Degree,Male
30,Master's Degree,Female
33,Bachelor's Degree,Male
41,Bachelor's Degree,Male
23,Bachelor's Degree,Male
31,Bachelor's Degree,Male
49,Bachelor's Degree,Male
24,Some College,Male
23,High School,Male
39,Bachelor's Degree,Male
31,Bachelor's Degree,Female
31,Bachelor's Degree,Male
24,Master's Degree,Male
29,Bachelor's Degree,Male
36,Master's Degree,Male
33,Master's Degree,Male
36,Bachelor's Degree,Male
22,Bachelor's Degree,Male
27,Bachelor's Degree,Male
41,Bachelor's Degree,Female
38,Some College,Male
37,Bachelor's Degree,Male
38,Master's Degree,Male
38,Bachelor's Degree,Male
46,Some College,Male
35,Bachelor's Degree,Male
57,Bachelor's Degree,Female
27,Bachelor's Degree,Male
37,Bachelor's Degree,Male
44,High School,Male
38,Bachelor's Degree,Male
36,Bachelor's Degree,Female
36,Bachelor's Degree,Male
23,Bachelor's Degree,Male
26,Some College,Male
29,Bachelor's Degree,Female
39,Bachelor's Degree,Male
31,Bachelor's Degree,Male
42,Some College,Male
27,Doctorate,Male
27,Bachelor's Degree,Male
35,Master's Degree,Male
24,Master's Degree,Male
30,Bachelor's Degree,Male
31,Bachelor's Degree,Male
44,Bachelor's Degree,Male
33,Bachelor's Degree,Male
42,Some College,Male
28,Post-Doc,Male
29,Master's Degree,Male
36,Bachelor's Degree,Male
21,Bachelor's Degree,Male
55,Master's Degree,Female
21,Bachelor's Degree,Female
25,Bachelor's Degree,Male
26,Bachelor's Degree,Male
32,Bachelor's Degree,Male
41,Bachelor's Degree,Male
31,Some College,Male
31,Bachelor's Degree,Male
25,Bachelor's Degree,Male
38,Bachelor's Degree,Male
34,Bachelor's Degree,Male
26,Bachelor's Degree,Male
43,Master's Degree,Female
34,Bachelor's Degree,Male
26,Master's Degree,Male
31,Bachelor's Degree,Female
23,Some College,Male
31,Bachelor's Degree,Male
28,Bachelor's Degree,Male
37,Bachelor's Degree,Female
35,Some College,Male
27,Bachelor's Degree,Female
30,Bachelor's Degree,Male
31,Grade School,Male
30,Master's Degree,Male
27,Bachelor's Degree,Male
28,Bachelor's Degree,Male
32,Bachelor's Degree,Male
35,Bachelor's Degree,Female
28,Bachelor's Degree,Male
36,Bachelor's Degree,Female
32,Bachelor's Degree,Male
33,Some College,Male
23,Bachelor's Degree,Male
28,Bachelor's Degree,Male
23,Master's Degree,Male
35,Bachelor's Degree,Female
31,Master's Degree,Male
38,Bachelor's Degree,Female
34,Bachelor's Degree,Male
25,Master's Degree,Male
42,Bachelor's Degree,Female
24,Master's Degree,Male
33,Bachelor's Degree,Male
40,Some College,Male
32,Bachelor's Degree,Male
31,Master's Degree,Female
46,Bachelor's Degree,Female
27,Master's Degree,Male
48,Some College,Female
22,Some College,Male
23,Bachelor's Degree,Male
34,Associate's Degree,Male
50,Doctorate,Female
35,Bachelor's Degree,Female
40,Bachelor's Degree,Male
26,Master's Degree,Male
27,Master's Degree,Male
23,Master's Degree,Male
28,Bachelor's Degree,Female
37,Master's Degree,Male
33,Master's Degree,NULL
31,High School,Male
27,Bachelor's Degree,Male
42,Master's Degree,Male
32,Master's Degree,Male
32,Bachelor's Degree,Male
35,Bachelor's Degree,Male
32,Bachelor's Degree,Male
44,Bachelor's Degree,Female
35,Trade School,Male
29,Master's Degree,Male
29,Bachelor's Degree,Male
44,Doctorate,Male
45,Associate's Degree,Female
33,Master's Degree,Male
21,Bachelor's Degree,Male
38,Bachelor's Degree,Female
42,Bachelor's Degree,Male
38,Master's Degree,Female
41,Bachelor's Degree,Female
47,Master's Degree,Female
35,Bachelor's Degree,Male
36,Master's Degree,Female
35,Bachelor's Degree,Male
38,Master's Degree,Male
27,Associate's Degree,Male
34,Master's Degree,Male
22,Bachelor's Degree,Male
23,Bachelor's Degree,Male
48,Bachelor's Degree,Female
31,Bachelor's Degree,Male
37,Bachelor's Degree,Male
29,Bachelor's Degree,Male
40,Master's Degree,Male
31,Bachelor's Degree,Male
36,Master's Degree,Male
33,Some College,Male
30,Bachelor's Degree,Male
32,Master's Degree,Male
22,Bachelor's Degree,Male
31,Doctorate,Male
31,Master's Degree,Male
23,Associate's Degree,Female
25,Bachelor's Degree,Male
37,Master's Degree,Female
29,Bachelor's Degree,Female
34,Bachelor's Degree,Female
30,Bachelor's Degree,Male
33,Bachelor's Degree,Female
28,Some College,Male
34,Associate's Degree,Male
40,Some College,Male
23,Bachelor's Degree,Female
26,Bachelor's Degree,Male
24,Master's Degree,Male
32,Bachelor's Degree,Male
28,Master's Degree,Male
32,Doctorate,Male
39,Master's Degree,Male
22,Some College,Male
25,Bachelor's Degree,Male
37,Bachelor's Degree,Female
31,Master's Degree,Male
36,Some College,Male
36,Bachelor's Degree,Male
41,Bachelor's Degree,Female
32,Bachelor's Degree,Male
42,Bachelor's Degree,Male
25,Master's Degree,Male
43,Bachelor's Degree,Female
25,Bachelor's Degree,Male
32,Bachelor's Degree,Male
28,Bachelor's Degree,Male
39,Bachelor's Degree,Male
28,Master's Degree,Male
36,Bachelor's Degree,Male
30,Bachelor's Degree,Female
32,Master's Degree,Male
30,Bachelor's Degree,Male
26,Master's Degree,Male
22,Bachelor's Degree,Male
37,Bachelor's Degree,Male
24,Bachelor's Degree,Male
40,Bachelor's Degree,Male
37,Bachelor's Degree,Female
26,Bachelor's Degree,Male
38,Master's Degree,Male
34,Bachelor's Degree,Male
35,Bachelor's Degree,Male
22,Some College,Male
46,Master's Degree,Male
26,Some College,Male
37,Bachelor's Degree,Female
40,Bachelor's Degree,Male
33,Bachelor's Degree,Male
24,Bachelor's Degree,Male
26,Bachelor's Degree,Male
44,Master's Degree,Female
29,Bachelor's Degree,Male
32,Bachelor's Degree,Male
34,Master's Degree,Female
39,Master's Degree,Female
25,Master's Degree,Male
55,Master's Degree,Female
28,Bachelor's Degree,Male
44,Master's Degree,Male
34,Bachelor's Degree,Male
34,Bachelor's Degree,Male
33,Bachelor's Degree,NULL
36,Master's Degree,Male
22,Bachelor's Degree,Male
23,Bachelor's Degree,Male
27,Bachelor's Degree,Female
24,Bachelor's Degree,Male
30,Bachelor's Degree,Male
40,Associate's Degree,Female
36,Master's Degree,Male
32,Bachelor's Degree,Male
29,Bachelor's Degree,Male
29,Some College,Male
41,Master's Degree,Male
47,Master's Degree,Male
26,Some College,Male
36,Master's Degree,NULL
28,Bachelor's Degree,Female
46,Bachelor's Degree,Male
31,Bachelor's Degree,Male
31,High School,Male
27,Some College,Female
39,Associate's Degree,Male
27,Grade School,Male
37,Bachelor's Degree,Male
34,Bachelor's Degree,Male
29,Master's Degree,Female
38,Master's Degree,Female
37,Bachelor's Degree,Male
44,Bachelor's Degree,Female
32,Bachelor's Degree,Male
33,Doctorate,Female
42,Bachelor's Degree,Female
28,Some College,Male
36,Some College,Male
23,High School,Male
31,Bachelor's Degree,Male
31,Bachelor's Degree,Female
35,Some College,Female
30,Some College,Male
24,Bachelor's Degree,Male
44,Post-Doc,Male
30,Bachelor's Degree,Male
24,Master's Degree,Male
23,Some College,Male
47,Master's Degree,Male
36,Doctorate,NULL
31,Bachelor's Degree,Male
26,Bachelor's Degree,Male
26,Bachelor's Degree,Male
36,Bachelor's Degree,Male
35,Master's Degree,Female
23,Bachelor's Degree,Male
40,Bachelor's Degree,Male
38,Bachelor's Degree,Male
24,Some College,Female
31,Some College,Male
25,Some College,Female
48,Master's Degree,Male
26,Bachelor's Degree,Female
35,Master's Degree,Male
28,Bachelor's Degree,Male
40,Master's Degree,Male
33,Bachelor's Degree,Male
47,Bachelor's Degree,Female
34,Some College,Male
25,Bachelor's Degree,Male
29,Bachelor's Degree,Male
57,Associate's Degree,Male
38,Bachelor's Degree,Male
42,Bachelor's Degree,Male
33,Bachelor's Degree,Female
32,Bachelor's Degree,Female
31,Bachelor's Degree,Male
25,Bachelor's Degree,Female
28,Master's Degree,Male
30,Bachelor's Degree,Female
49,Doctorate,Female
28,Bachelor's Degree,Female
44,Doctorate,Female
31,Bachelor's Degree,Male
35,Bachelor's Degree,Male
30,Bachelor's Degree,Male
25,Master's Degree,Male
35,Master's Degree,Female
26,Bachelor's Degree,Male
27,Master's Degree,Male
48,Bachelor's Degree,Male
34,Bachelor's Degree,Male
28,Bachelor's Degree,Male
33,Some College,Male
48,Bachelor's Degree,Female
33,Bachelor's Degree,Female
32,Bachelor's Degree,Male
40,Bachelor's Degree,Male
27,Grade School,Male
29,Master's Degree,Male
23,Bachelor's Degree,Male
37,Bachelor's Degree,Male
37,Bachelor's Degree,Male
50,Bachelor's Degree,Female
30,Bachelor's Degree,Female
34,Bachelor's Degree,Female
29,Bachelor's Degree,Male
32,Bachelor's Degree,Male
36,Bachelor's Degree,Female
30,Associate's Degree,Female
36,Post-Doc,Male
29,Some College,Male
26,Master's Degree,Male
25,Bachelor's Degree,Male
28,Master's Degree,Female
26,Bachelor's Degree,Male
38,Doctorate,Male
34,Bachelor's Degree,Female
24,Bachelor's Degree,Female
29,Master's Degree,Male
23,Bachelor's Degree,Male
43,Bachelor's Degree,Male
48,Bachelor's Degree,Male
33,Doctorate,Male
38,Master's Degree,Male
52,Doctorate,Male
23,Bachelor's Degree,Female
46,Associate's Degree,Female
30,Bachelor's Degree,Male
27,Bachelor's Degree,Male
35,Bachelor's Degree,Male
22,Master's Degree,Male
37,Bachelor's Degree,Male
40,Master's Degree,Male
31,Bachelor's Degree,Male
33,Doctorate,Female
29,Bachelor's Degree,Male
24,Bachelor's Degree,Male
34,Bachelor's Degree,Male
34,Bachelor's Degree,Male
35,Some College,Male
34,Post-Doc,Male
31,Master's Degree,Female
29,Some College,Male
35,Bachelor's Degree,Male
33,Some College,Male
32,Master's Degree,Male
25,Bachelor's Degree,Male
40,Bachelor's Degree,Male
23,Some College,Male
31,Bachelor's Degree,Male
41,Bachelor's Degree,Male
31,Master's Degree,Male
27,Some College,Male
36,Bachelor's Degree,Male
34,Post-Doc,Male
34,Bachelor's Degree,Male
43,Some College,Male
34,Some College,Male
34,Bachelor's Degree,Male
26,Bachelor's Degree,Male
30,Bachelor's Degree,Male
28,Master's Degree,Male
28,Some College,Male
37,Bachelor's Degree,Female
27,Bachelor's Degree,Male
28,Bachelor's Degree,Male
40,Bachelor's Degree,Male
34,Master's Degree,Female
34,Bachelor's Degree,Male
41,Doctorate,Male
38,Post-Doc,Male
31,Master's Degree,Male
26,Bachelor's Degree,Male
36,Master's Degree,Male
43,Bachelor's Degree,Male
27,Master's Degree,Male
34,Bachelor's Degree,Male
31,Bachelor's Degree,Male
36,Bachelor's Degree,Male
23,Bachelor's Degree,Female
36,Bachelor's Degree,Male
27,Master's Degree,Male
39,Bachelor's Degree,Male
30,Bachelor's Degree,Male
44,Doctorate,Male
35,Bachelor's Degree,Female
30,Bachelor's Degree,Male
23,High School,Male
28,Master's Degree,Male
27,Master's Degree,Female
34,Bachelor's Degree,Male
27,Master's Degree,Male
28,Master's Degree,Female
26,Bachelor's Degree,NULL
27,Master's Degree,Male
28,Master's Degree,Male
35,Doctorate,Male
26,Master's Degree,Male
27,Bachelor's Degree,Male
34,Bachelor's Degree,Male
30,Bachelor's Degree,Male
32,Bachelor's Degree,Male
33,Bachelor's Degree,Male
27,Bachelor's Degree,Male
26,Bachelor's Degree,Female
29,Master's Degree,Female
26,Master's Degree,Male
33,Bachelor's Degree,Male
35,Master's Degree,Male
32,Bachelor's Degree,Male
33,Bachelor's Degree,Male
41,Master's Degree,Male
34,Bachelor's Degree,Male
41,Bachelor's Degree,Female
32,Some College,Male
30,Grade School,Male
32,Bachelor's Degree,Male
25,Bachelor's Degree,Male
28,Bachelor's Degree,Male
32,Master's Degree,Male
28,Some College,Male
39,Post-Doc,Male
30,Master's Degree,Male
22,Doctorate,Female
29,Bachelor's Degree,Female
47,Bachelor's Degree,Male
37,Some College,Female
34,Master's Degree,Female
32,Bachelor's Degree,Male
45,Some College,Male
30,Bachelor's Degree,Male
42,Master's Degree,Male
30,Master's Degree,Male
32,Bachelor's Degree,Male
25,Some College,Male
33,Bachelor's Degree,Female
40,Bachelor's Degree,Male
40,Bachelor's Degree,Male
32,Master's Degree,Female
39,Bachelor's Degree,Male
39,Some College,Male
26,Bachelor's Degree,Male
38,Bachelor's Degree,Male
40,Bachelor's Degree,Male
48,Master's Degree,Male
39,Bachelor's Degree,Male
33,Associate's Degree,Male
36,Bachelor's Degree,Male
33,Bachelor's Degree,Female
45,Associate's Degree,Female
38,Bachelor's Degree,Male
23,Bachelor's Degree,Male
33,Master's Degree,Male
40,Master's Degree,Female
20,Some College,Male
30,Bachelor's Degree,Male
45,Associate's Degree,Male
32,Master's Degree,Male
29,Master's Degree,Male
39,Bachelor's Degree,Male
31,Some College,Male
29,High School,Male
35,Master's Degree,Female
32,Some College,Female
47,Master's Degree,Male
37,Master's Degree,Male
27,Grade School,Male
38,Bachelor's Degree,Male
34,Master's Degree,Male
32,Master's Degree,Male
28,Some College,Male
33,Bachelor's Degree,Male
38,High School,Male
54,Bachelor's Degree,Female
33,Some College,Male
23,Some College,Male
29,Master's Degree,Male
27,Master's Degree,Male
31,Master's Degree,Female
33,Bachelor's Degree,Male
27,Some College,Male
37,Master's Degree,Female
45,Bachelor's Degree,Female
25,Some College,Male
25,Bachelor's Degree,Male
38,Bachelor's Degree,Male
29,Bachelor's Degree,Female
38,Bachelor's Degree,Male
32,Some College,Male
39,Master's Degree,Male
47,Bachelor's Degree,Male
26,Bachelor's Degree,Male
29,Bachelor's Degree,Male
39,Bachelor's Degree,Male
27,Master's Degree,Male
25,Some College,Male
35,Bachelor's Degree,Female
26,Bachelor's Degree,Female
29,Bachelor's Degree,Female
36,Bachelor's Degree,Male
29,Grade School,Male
24,Bachelor's Degree,Male
29,Master's Degree,Male
45,Trade School,Male
26,Master's Degree,Male
35,Some College,Female
28,Bachelor's Degree,Female
34,Bachelor's Degree,Male
27,Some College,Male
42,Bachelor's Degree,Female
26,Bachelor's Degree,Male
24,Bachelor's Degree,Male
28,Bachelor's Degree,Male
27,Master's Degree,Male
20,Bachelor's Degree,Female
48,Bachelor's Degree,Male
23,Associate's Degree,Male
45,Some College,Male
28,Master's Degree,Male
31,Some College,Male
NULL,Master's Degree,Female
36,Master's Degree,Male
26,Master's Degree,Male
25,High School,Male
31,Some College,Male
34,Master's Degree,Male
44,Master's Degree,Female
41,Bachelor's Degree,Male
27,Bachelor's Degree,Male
25,Bachelor's Degree,Female
28,Some College,Male
25,Post-Doc,Female
32,Bachelor's Degree,Male
35,Grade School,Female
34,High School,Male
28,Bachelor's Degree,Male
24,Bachelor's Degree,Male
42,Master's Degree,Male
28,Bachelor's Degree,Female
32,Master's Degree,Male
33,Bachelor's Degree,Female
28,Bachelor's Degree,Male
42,Some College,Male
43,Bachelor's Degree,Male
29,Bachelor's Degree,Male
34,Master's Degree,Male
42,Master's Degree,Male
32,Associate's Degree,Female
29,Master's Degree,Male
39,Grade School,Female
27,Bachelor's Degree,Male
25,Bachelor's Degree,Male
31,Master's Degree,Male
56,Bachelor's Degree,Male
53,Some College,Female
33,Bachelor's Degree,Male
33,Bachelor's Degree,Female
36,Some College,Female
32,Bachelor's Degree,Male
48,Some College,Female
29,Bachelor's Degree,Male
27,Bachelor's Degree,Male
24,Bachelor's Degree,Male
33,Master's Degree,Male
36,Bachelor's Degree,Male
32,Master's Degree,Male
29,Bachelor's Degree,Male
30,Bachelor's Degree,Male
30,Some College,Male
35,Some College,Male
33,Master's Degree,Male
34,Bachelor's Degree,Male
43,Master's Degree,Female
47,Master's Degree,Female
35,Bachelor's Degree,Female
35,Master's Degree,Male
35,Bachelor's Degree,Male
34,Bachelor's Degree,Male
28,Associate's Degree,Female
35,Bachelor's Degree,Male
39,Bachelor's Degree,Female
38,Master's Degree,Male
39,Master's Degree,NULL
43,Bachelor's Degree,Female
40,Bachelor's Degree,Male
28,Bachelor's Degree,Male
46,Bachelor's Degree,Female
33,Doctorate,Female
49,Some College,Female
30,Bachelor's Degree,Male
30,Master's Degree,Female
29,Bachelor's Degree,Male
34,Doctorate,Male
29,Bachelor's Degree,Male
38,Bachelor's Degree,Male
29,Bachelor's Degree,Male
32,Associate's Degree,Male
29,Some College,Male
34,Associate's Degree,Male
30,Bachelor's Degree,Female
42,Trade School,Male
30,Bachelor's Degree,Female
21,Bachelor's Degree,Female
38,Bachelor's Degree,Female
38,Master's Degree,Female
32,Bachelor's Degree,Male
37,Bachelor's Degree,Male
32,Bachelor's Degree,Male
38,Master's Degree,Female
21,Some College,Female
27,Bachelor's Degree,Male
26,Some College,Male
